kod;name;category;price without wat
611134;Skriňa otvorená White LAYERS, azúrové police;Drevené kancelárske skrine;342,00 €
6100042;Kancelárska skriňa, dvere na 3 poschodia, 1781 x 400 x 420 mm, biela/dub prírodný;Drevené kancelárske skrine;160,00 €
437128;Skriňa šatňová Mirelli A+ s výsuvom, 800 x 400 x 1800 mm, breza;Drevené kancelárske skrine;158,00 €
610077;Kancelárska skriňa so zasúvacími dverami, 740 x 800 x 420 mm, wenge;Drevené kancelárske skrine;138,00 €
185872;Skriňa Classic - dvere ľavé, 400 x 470 x 1063 mm, buk;Drevené kancelárske skrine;100,00 €
610160;Kancelárska skriňa, dvere na 3 poschodia, 1781 x 800 x 420 mm, wenge;Drevené kancelárske skrine;194,00 €
185380;Skriňa prístavná Classic bez dverí, 800 x 450 x 742 mm, divoká hruška;Drevené kancelárske skrine;105,00 €
203818;Skriňa dvojdverová policová Express, 740 x 372 x 800 mm, tmavý orech;Drevené kancelárske skrine;100,00 €
154616;Skriňa policová otvorená UNI, 400 x 400 x 740 mm, buk;Drevené kancelárske skrine;76,00 €
154615;Skriňa policová dverová UNI, 800 x 420 x 740 mm, čerešňa;Drevené kancelárske skrine;171,00 €
140338;Skriňa Assist dvojdverová, 1280 x 460 x 900 mm, prír. sv. dub;Drevené kancelárske skrine;337,00 €
203701;Skriňa - sklenené dvere pravé;Drevené kancelárske skrine;237,00 €
154577;Skriňa policová dverová UNI, 800 x 420 x 1850 mm, čerešňa;Drevené kancelárske skrine;300,00 €
154662;Skriňa Select policová s nikou, 800 x 400 x 1920 mm, buk;Drevené kancelárske skrine;331,00 €
140353;Skriňa Assist štvordverová, 2480 x 460 x 900 mm, orech;Drevené kancelárske skrine;580,00 €
185382;Skriňa prístavná Classic, 800 x 450 x 742 mm, čerešňa;Drevené kancelárske skrine;140,00 €
519032;Kancelárska skriňa so zasúvacími dverami, 1781 x 800 x 420 mm, buk;Drevené kancelárske skrine;249,00 €
519138;Kancelárska skriňa, dvere na 2 poschodia, 1781 x 800 x 420 mm, čerešňa;Drevené kancelárske skrine;195,00 €
6100031;Kancelárska skriňa s dverami, 740 x 400 x 420 mm, biela;Drevené kancelárske skrine;101,00 €
203803;Skriňa policová otvorená, 740 x 372 x 800 mm, hruška;Drevené kancelárske skrine;66,00 €
611158;Skriňa otvorená, dlhá, Wood LAYERS;Drevené kancelárske skrine;555,00 €
154730;Skrinka Select, policová - 800 x 400 x 768 mm, buk;Drevené kancelárske skrine;178,00 €
154756;Skrinka Select - roh vnútorný, 800 x 400 x 768 mm, buk;Drevené kancelárske skrine;179,00 €
610067;Kancelárska skriňa s dverami, 740 x 800 x 420 mm, wenge;Drevené kancelárske skrine;128,00 €
610439;Kancelársky regál, 1087 x 800 x 420 mm, orech;Drevené kancelárske skrine;129,00 €
437104;Skriňa otvorená, 800 x 400 x 1200 mm, čerešňa;Drevené kancelárske skrine;87,00 €
610127;Kancelárska skriňa, dvere na 2 poschodia, 1781 x 400 x 420 mm, čerešňa;Drevené kancelárske skrine;158,00 €
154668;Skriňa Select policová delená, 800 x 400 x 1920 mm, buk;Drevené kancelárske skrine;378,00 €
2030595;Skriňa Bern kombinovaná, 798 x 422 x 1965 mm, wenge;Drevené kancelárske skrine;292,00 €
2030789;Kancelárska skriňa Bern Plus, 900 x 430 x 1292 mm, wenge;Drevené kancelárske skrine;236,00 €
2030523;Skriňa Bern, dvere ľavé, 399 x 422 x 1195 mm, breza;Drevené kancelárske skrine;116,00 €
437103;Skrinka zasúvacia, 800 x 400 x 800 mm, čerešňa;Drevené kancelárske skrine;92,00 €
6100019;Kancelárska skriňa kombinovaná s dverami, 1087 x 400 x 420 mm, biela;Drevené kancelárske skrine;122,00 €
203705;Skriňa - sklenené dvere;Drevené kancelárske skrine;408,00 €
185383;Skriňa prístavná Classic, 800 x 450 x 742 mm, buk;Drevené kancelárske skrine;140,00 €
185777;Skriňa Classic bez dverí, 800 x 450 x 735 mm, divoká hruška;Drevené kancelárske skrine;85,00 €
2030950;Skriňa kombinovaná Wels - pravá, 399 x 425 x 1965 mm, dub sivý;Drevené kancelárske skrine;305,00 €
2030744;Kancelárska skriňa Bern Plus - polica, 900 x 430 x 930 mm, breza;Drevené kancelárske skrine;136,00 €
185841;Skriňa Classic so šatňovým výsuvom, 800 x 470 x 1780 mm, divoká hruška;Drevené kancelárske skrine;210,00 €
154566;Skriňa policová dverová UNI, 800 x 420 x 1850 mm, buk;Drevené kancelárske skrine;218,00 €
185882;Skriňa Classic - dvere pravé, 400 x 470 x 1780 mm, divoká hruška;Drevené kancelárske skrine;153,00 €
437109;Skriňa otvorená, 800 x 400 x 1800 mm, čerešňa;Drevené kancelárske skrine;124,00 €
154684;Skrinka Select roh vnútorný s dverami pravá, buk;Drevené kancelárske skrine;374,00 €
185977;Skriňa Classic, 800 x 470 x 1780 mm, orech;Drevené kancelárske skrine;234,00 €
610469;Kancelársky regál, 1781 x 800 x 420 mm, orech;Drevené kancelárske skrine;159,00 €
610443;Kancelársky regál, 1087 x 400 x 420 mm, wenge;Drevené kancelárske skrine;78,00 €
611108;Skrinka otvorená dlhá White LAYERS, ílové police;Drevené kancelárske skrine;302,00 €
6100011;Kancelárska skriňa kombinovaná, zasúvacie dvere, 1087 x 800 x 420 mm, biela/azúrová;Drevené kancelárske skrine;158,00 €
611143;Skriňa vysoká s dverami White LAYERS, azúrové dvere;Drevené kancelárske skrine;345,00 €
611137;Skriňa otvorená White LAYERS, béžové police;Drevené kancelárske skrine;284,00 €
2030816;Skriňa Bern Plus pravá, 430 x 430 x 2074 mm, breza;Drevené kancelárske skrine;312,00 €
437131;Skriňa šatňová s výsuvom, 800 x 400 x 1800 mm, čerešňa;Drevené kancelárske skrine;158,00 €
154613;Skriňa policová roletová pravá UNI, 800 x 400 x 740 mm, čerešňa;Drevené kancelárske skrine;204,00 €
610109;Kancelárska skriňa s dverami, 1781 x 400 x 420 mm, wenge;Drevené kancelárske skrine;172,00 €
2039225;Skriňa policová Express, 740 x 372 x 1900 mm, javor;Drevené kancelárske skrine;159,00 €
6100026;Kancelárska skriňa s dverami, 740 x 800 x 420 mm, biela/azúrová;Drevené kancelárske skrine;128,00 €
185861;Skriňa Classic - sklo/drevo, 800 x 470 x 1780 mm, divoká hruška;Drevené kancelárske skrine;307,00 €
437156;Skriňa šatňová Mirelli A+ s výsuvom, 800 x 400 x 1800 mm, orech;Drevené kancelárske skrine;158,00 €
2030821;Skriňa Bern Plus ľavá, 430 x 430 x 2074 mm, wenge;Drevené kancelárske skrine;312,00 €
185855;Skriňa Classic s nikou, 800 x 470 x 1780 mm, divoká hruška;Drevené kancelárske skrine;199,00 €
154703;Skrinka Select policová - presklená, 800 x 400 x 1152 mm, čerešňa;Drevené kancelárske skrine;259,00 €
2030519;Skriňa Bern - dvere pravé, 399 x 422 x 1195 mm, breza;Drevené kancelárske skrine;116,00 €
185969;Skriňa Classic, 800 x 450 x 1780 mm, orech;Drevené kancelárske skrine;156,00 €
6100121;Kancelársky regál 740 x 800 x 420 mm, biela/dub prírodný;Drevené kancelárske skrine;86,00 €
6100442;Spisová skriňa s polenými dverami, breza;Drevené kancelárske skrine;248,00 €
140443;Skriňa Assist s policami a vešiakom, 2480 x 460 x 2100 mm, dub antracit;Drevené kancelárske skrine;905,00 €
154602;Skriňa UNI - vonkajší roh ľavý, 400 x 400 x 1110 mm, buk;Drevené kancelárske skrine;106,00 €
185970;Skriňa Classic - dvere ľavé, 400 x 470 x 1780 mm, orech;Drevené kancelárske skrine;148,00 €
140365;Skriňa dvojdverová Assist, 1280 x 460 x 1300 mm, orech;Drevené kancelárske skrine;423,00 €
185857;Skriňa Classic, 800 x 470 x 1780 mm, buk;Drevené kancelárske skrine;234,00 €
140381;Skriňa Assist štvordverová s vešiakom, 2480 x 460 x 1300 mm, orech;Drevené kancelárske skrine;752,00 €
6100015;Kancelárska skriňa zasúvacie dvere, 1087 x 800 x 420 mm, biela/dub prírodný;Drevené kancelárske skrine;151,00 €
154751;Skrinka Select policová presklená - dvere pravé, čerešňa;Drevené kancelárske skrine;138,00 €
6100077;Policová skrínka na dokumenty, biela pravá;Drevené kancelárske skrine;147,00 €
2030520;Skriňa Bern - dvere pravé, 399 x 422 x 1195 mm, wenge;Drevené kancelárske skrine;116,00 €
610101;Kancelárska skriňa, delené dvere, 1781 x 400 x 420 mm, orech;Drevené kancelárske skrine;184,00 €
2030753;Kancelárska skriňa Bern Plus, dvere, 900 x 430 x 930 mm, wenge;Drevené kancelárske skrine;206,00 €
2030793;Skriňa Bern Plus mobilná, 900 x 430 x 1292 mm, wenge;Drevené kancelárske skrine;290,00 €
185958;Skriňa Classic - dvere pravé, 400 x 470 x 735 mm, orech;Drevené kancelárske skrine;84,00 €
2030578;Skriňa Bern - kombinovaná pravá, 399 x 404 x 1965 mm, breza;Drevené kancelárske skrine;198,00 €
2030757;Kancelárska skriňa Bern Plus - dvere, 900 x 430 x 930 mm, wenge;Drevené kancelárske skrine;260,00 €
185873;Skriňa Classic - dvere ľavé, 400 x 470 x 1063 mm, divoká hruška;Drevené kancelárske skrine;100,00 €
519141;Šatňová skriňa s výsuvom, čerešňa;Drevené kancelárske skrine;173,00 €
611104;Skrinka s dverami Wood LAYERS;Drevené kancelárske skrine;202,00 €
6100010;Kancelárska skriňa kombinovaná, zasúvacie dvere, 1087 x 800 x 420 mm, biela;Drevené kancelárske skrine;158,00 €
610131;Kancelárska skriňa, dvere na 2 poschodia, 1781 x 400 x 420 mm, orech;Drevené kancelárske skrine;158,00 €
154657;Skriňa Select šatňová, 800 x 600 x 1920 mm, čerešňa;Drevené kancelárske skrine;384,00 €
154713;Skrinka Select policová - presklená, pravá, 400 x 400 x 1152 mm, čerešňa;Drevené kancelárske skrine;176,00 €
2030525;Skriňa - dvere sklo, pravé;Drevené kancelárske skrine;136,00 €
2030524;Skriňa Bern, dvere ľavé, 399 x 422 x 1195 mm, wenge;Drevené kancelárske skrine;116,00 €
610162;Kancelárska skriňa, dvere na 3 poschodia, 1781 x 800 x 420 mm, orech;Drevené kancelárske skrine;194,00 €
6100025;Kancelárska skriňa s dverami, 740 x 800 x 420 mm, biela;Drevené kancelárske skrine;128,00 €
154604;Skriňa UNI - vonkajší roh pravý, 400 x 400 x 1110 mm, buk;Drevené kancelárske skrine;106,00 €
611147;Skriňa vysoká s dverami White LAYRES, svetlo hnedé dvere;Drevené kancelárske skrine;317,00 €
203787;Skriňa dvojdverová policová, 740 x 372 x 1196 mm, hruška;Drevené kancelárske skrine;159,00 €
185343;Skriňa, 400 x 470 x 735 mm, čerešňa;Drevené kancelárske skrine;84,00 €
519133;Kancelárska skriňa kombinovaná, 1087 x 800 x 420 mm, čerešňa;Drevené kancelárske skrine;151,00 €
154753;Skrinka Select policová presklená - dvere ľavé, čerešňa;Drevené kancelárske skrine;138,00 €
203716;Šatňová skriňa Wels, 798 x 422 x 1965 mm, wenge;Drevené kancelárske skrine;230,00 €
2030745;Kancelárska skriňa Bern Plus - polica, 900 x 430 x 930 mm, wenge;Drevené kancelárske skrine;136,00 €
2030740;Kancelárska skriňa Bern Plus, dveře levé, 450 x 430 x 930 mm, breza;Drevené kancelárske skrine;129,00 €
519016;Kancelárska skriňa s dverami, 1087 x 800 x 420 mm, buk;Drevené kancelárske skrine;158,00 €
6100456;Kancelárska šatníková skriňa s policami PRIMO, 1781 x 800 x 500 mm, wenge;Drevené kancelárske skrine;231,00 €
610121;Kancelárska skriňa, dvere na 3 poschodia, 1781 x 400 x 420 mm, orech;Drevené kancelárske skrine;160,00 €
154593;Skriňa policová dverová UNI, 400 x 420 x 1110 mm, čerešňa;Drevené kancelárske skrine;130,00 €
203831;Skriňa policová otvorená, 372 x 372 x 1196 mm, hruška;Drevené kancelárske skrine;66,00 €
203783;Skriňa dvojdverová policová, 740 x 372 x 1900 mm, hruška;Drevené kancelárske skrine;225,00 €
203710;Skriňa kombinovaná Wels - ľavá, 399 x 425 x 1965 mm, wenge;Drevené kancelárske skrine;305,00 €
437149;Skriňa zasúvacia Mirelli A+, 800 x 400 x 1200 mm, orech;Drevené kancelárske skrine;131,00 €
140430;Skriňa Assist štvordverová s vešiakom, 2480 x 460 x 2100 mm, prír. sv. dub;Drevené kancelárske skrine;1 064,00 €
437105;Skriňa 2-dverová, 800 x 400 x 1200 mm, čerešňa;Drevené kancelárske skrine;121,00 €
610442;Kancelársky regál, 1087 x 400 x 420 mm, breza;Drevené kancelárske skrine;78,00 €
610044;Kancelárska skriňa kombinovaná s dverami, 1087 x 400 x 420 mm, čerešňa;Drevené kancelárske skrine;122,00 €
154724;Skrinka Select roh vnútorný s dverami, ľavá, 800 x 400 x 1152 mm, buk;Drevené kancelárske skrine;307,00 €
203845;Skriňa Express - dvere ľavé, 372 x 372 x 1196 mm, javor;Drevené kancelárske skrine;90,00 €
610116;Kancelárska skriňa, dvere na 3 poschodia, 1781 x 400 x 420 mm, buk;Drevené kancelárske skrine;160,00 €
185854;Skriňa Classic s nikou, 800 x 470 x 1780 mm, buk;Drevené kancelárske skrine;199,00 €
185797;Skriňa Classic - dvere pravé, 400 x 470 x 1063 mm, buk;Drevené kancelárske skrine;100,00 €
154689;Skrinka Select policová, 800 x 400 x 1152 mm, čerešňa;Drevené kancelárske skrine;222,00 €
2030536;Skriňa - polica;Drevené kancelárske skrine;111,00 €
610108;Kancelárska skriňa s dverami, 1781 x 400 x 420 mm, breza;Drevené kancelárske skrine;172,00 €
519127;Šatňová skriňa s výsuvom, buk;Drevené kancelárske skrine;182,00 €
154567;Skriňa policová dverová UNI, 800 x 420 x 1850 mm, čerešňa;Drevené kancelárske skrine;218,00 €
2030503;Skriňa Bern, 798 x 424 x 800 mm, breza;Drevené kancelárske skrine;130,00 €
154600;Skriňa UNI - vnútorný roh, 800 x 400 x 1110 mm, buk;Drevené kancelárske skrine;189,00 €
519025;Kancelárska skriňa s dverami, 1781 x 800 x 420 mm, breza;Drevené kancelárske skrine;220,00 €
610454;Kancelársky regál 740 x 400 x 420 mm, breza;Drevené kancelárske skrine;78,00 €
519014;Kancelárska skriňa zasúvacie dvere, 1087 x 800 x 420 mm, buk;Drevené kancelárske skrine;160,00 €
154621;Skriňa policová dverová UNI, 400 x 420 x 740 mm, čerešňa;Drevené kancelárske skrine;117,00 €
611140;Skriňa otvorená Wood LAYERS;Drevené kancelárske skrine;342,00 €
610024;Kancelárska skriňa zasúvacie dvere, 1087 x 800 x 420 mm, wenge;Drevené kancelárske skrine;151,00 €
185785;Skriňa Classic - dvere pravé, 400 x 458 x 735 mm, buk;Drevené kancelárske skrine;121,00 €
2030845;Skriňa Bern Plus policová, 900 x 430 x 2074 mm, wenge;Drevené kancelárske skrine;358,00 €
154710;Skrinka Select policová - ľavá, 400 x 400 x 1152 mm, buk;Drevené kancelárske skrine;163,00 €
140393;Skriňa dvojdverová Assist, 1280 x 460 x 2100 mm, orech;Drevené kancelárske skrine;596,00 €
2030590;Kancelárska skriňa Bern, 798 x 422 x 1965 mm, breza;Drevené kancelárske skrine;206,00 €
437120;Kancelársky regál Mirelli A+, 800 x 400 x 1200 mm, breza;Drevené kancelárske skrine;87,00 €
6100454;Kancelárska šatníková skriňa s policami PRIMO, 1781 x 800 x 500 mm, čerešňa;Drevené kancelárske skrine;231,00 €
154695;Skrinka Select policová presklená, 800 x 400 x 1152 mm, čerešňa;Drevené kancelárske skrine;265,00 €
203857;Skriňa Express - dvere pravé, 372 x 372 x 1196 mm, javor;Drevené kancelárske skrine;90,00 €
6100436;Spisová skriňa otvorená, wenge;Drevené kancelárske skrine;144,00 €
154594;Skriňa policová dverová UNI, 400 x 420 x 1110 mm, buk;Drevené kancelárske skrine;151,00 €
6100043;Kancelárska skriňa, dvere na 2 poschodia, 1781 x 400 x 420 mm, biela;Drevené kancelárske skrine;158,00 €
154597;Skriňa policová roletová UNI - ľavá, 800 x 400 x 1110 mm, čerešňa;Drevené kancelárske skrine;266,00 €
203997;Skriňa kombinovaná Wels - levá, 399 x 425 x 1965 mm, merano;Drevené kancelárske skrine;305,00 €
437134;Skriňa kombinovaná, čerešňa;Drevené kancelárske skrine;159,00 €
140373;Skriňa Assist trojdverová s vešiakom, 1880 x 460 x 1300 mm, orech;Drevené kancelárske skrine;588,00 €
2030785;Skriňa Bern Plus mobilná, polica, 900 x 430 x 1292 mm, wenge;Drevené kancelárske skrine;218,00 €
610129;Kancelárska skriňa, dvere na 2 poschodia, 1781 x 400 x 420 mm, wenge;Drevené kancelárske skrine;158,00 €
6100451;Spisová skriňa s nízkymi dverami, wenge;Drevené kancelárske skrine;200,00 €
203847;Skriňa - dvere ľavé, 372 x 372 x 1900 mm, hruška;Drevené kancelárske skrine;121,00 €
2030849;Skriňa Bern Plus šatníková, 900 x 430 x 2074 mm, wenge;Drevené kancelárske skrine;322,00 €
140401;Skriňa dvojdverová Assist, 1280 x 460 x 2100 mm, orech;Drevené kancelárske skrine;796,00 €
154720;Skrinka Select - roh zakončovací, 400 x 400 x 1152 mm, buk;Drevené kancelárske skrine;130,00 €
154740;Skrinka Select policová, 400 x 400 x 768 mm, buk;Drevené kancelárske skrine;94,00 €
185881;Skriňa Classic - dvere pravé, 400 x 470 x 1780 mm, buk;Drevené kancelárske skrine;153,00 €
6100037;Kancelárska skriňa s dverami, 1781 x 400 x 420 mm, biela;Drevené kancelárske skrine;172,00 €
154755;Skrinka Select - roh zakončovací, čerešňa;Drevené kancelárske skrine;109,00 €
610459;Kancelársky regál, 1781 x 400 x 420 mm, čerešňa;Drevené kancelárske skrine;130,00 €
185876;Skriňa Classic - dvere pravé, 400 x 458 x 1063 mm, divoká hruška;Drevené kancelárske skrine;138,00 €
185985;Skriňa Classic - dvere pravé, 400 x 470 x 1780 mm, orech;Drevené kancelárske skrine;153,00 €
185791;Skriňa Classic bez dverí, 400 x 450 x 1063 mm, buk;Drevené kancelárske skrine;80,00 €
6100036;Kancelárska skriňa, delené dvere, 1781 x 400 x 420 mm, biela/dub prírodný;Drevené kancelárske skrine;184,00 €
140377;Skriňa Assist trojdverová s vešiakom, 1880 x 460 x 1300 mm, orech;Drevené kancelárske skrine;870,00 €
154784;Dvere AL rám s mliečnym sklom ľavé;Drevené kancelárske skrine;137,00 €
185824;Skriňa Classic, 800 x 458 x 1780 mm, buk;Drevené kancelárske skrine;380,00 €
519132;Kancelársky regál, 1087 x 800 x 420 mm, čerešňa;Drevené kancelárske skrine;130,00 €
519020;Kancelárska skriňa so zasúvacími dverami, 740 x 800 x 420 mm, buk;Drevené kancelárske skrine;145,00 €
203837;Skriňa policová Express, 372 x 372 x 1900 mm, javor;Drevené kancelárske skrine;93,00 €
154721;Skrinka Select - roh zakončovací, 400 x 400 x 1152 mm, čerešňa;Drevené kancelárske skrine;130,00 €
154603;Skriňa UNI - vonkajší roh ľavý, 400 x 400 x 1110 mm, čerešňa;Drevené kancelárske skrine;106,00 €
6100020;Kancelárska skriňa kombinovaná s dverami, 1087 x 400 x 420 mm, biela/azúrová;Drevené kancelárske skrine;122,00 €
185804;Skriňa Classic - dvere ľavé, 400 x 458 x 1063 mm, divoká hruška;Drevené kancelárske skrine;138,00 €
6100453;Kancelárska šatníková skriňa s policami PRIMO, 1781 x 800 x 500 mm, buk;Drevené kancelárske skrine;231,00 €
6100012;Kancelárska skriňa kombinovaná, zasúvacie dvere, 1087 x 800 x 420 mm, biela/dub prírodný;Drevené kancelárske skrine;158,00 €
140422;Skriňa Assist s policami, 1880 x 460 x 2100 mm, prír. sv. dub;Drevené kancelárske skrine;674,00 €
2030761;Kancelárska skriňa Bern Plus - polica, 450 x 430 x 1292 mm, wenge;Drevené kancelárske skrine;115,00 €
154671;Skriňa Select policová delená, 800 x 400 x 1920 mm, čerešňa;Drevené kancelárske skrine;394,00 €
203797;Skriňa rohová Express, 372 x 372 x 1196 mm, javor;Drevené kancelárske skrine;86,00 €
2030792;Skriňa Bern Plus mobilná, 900 x 430 x 1292 mm, breza;Drevené kancelárske skrine;290,00 €
185806;Skriňa Classic, 800 x 458 x 1063 mm, buk;Drevené kancelárske skrine;220,00 €
610736;Skrinka k stolu pravá, wenge;Drevené kancelárske skrine;120,00 €
185851;Skriňa Classic - sklo/drevo, 800 x 470 x 1780 mm, divoká hruška;Drevené kancelárske skrine;306,00 €
203849;Skriňa Express - dvere ľavé, 372 x 372 x 1900 mm, javor;Drevené kancelárske skrine;121,00 €
6100007;Kancelárska skriňa kombinovaná, 1087 x 800 x 420 mm, biela;Drevené kancelárske skrine;150,00 €
203823;Skriňa dvojdverová policová, 740 x 372 x 1900 mm, hruška;Drevené kancelárske skrine;176,00 €
519131;Kancelárska skriňa so zasúvacími dverami, 740 x 800 x 420 mm, čerešňa;Drevené kancelárske skrine;138,00 €
140379;Skriňa Assist trojdverová s vešiakom, 1880 x 460 x 1300 mm, dub antracit;Drevené kancelárske skrine;870,00 €
154620;Skriňa policová dverová UNI, 400 x 420 x 740 mm, buk;Drevené kancelárske skrine;117,00 €
519139;Kancelárska skriňa, dvere na 3 poschodia, 1781 x 800 x 420 mm, čerešňa;Drevené kancelárske skrine;196,00 €
2030756;Kancelárska skriňa Bern Plus - dvere, 900 x 430 x 930 mm, breza;Drevené kancelárske skrine;260,00 €
154678;Skrinka Select - roh zakončovací, 400 x 400 x 1920 mm, buk;Drevené kancelárske skrine;214,00 €
519128;Šatňová skriňa s výsuvom, breza;Drevené kancelárske skrine;182,00 €
203821;Skriňa dvojdverová policová Express, 740x372x1196 mm, javor;Drevené kancelárske skrine;130,00 €
203895;Šatňová skriňa Wels, 798 x 604 x 1965 mm, merano;Drevené kancelárske skrine;218,00 €
203713;Skriňa kombinovaná Wels, 798 x 425 x 1965 mm, wenge;Drevené kancelárske skrine;500,00 €
154681;Skrinka Select - roh vnútorný, 800 x 400 x 1920 mm, čerešňa;Drevené kancelárske skrine;298,00 €
610111;Kancelárska skriňa s dverami, 1781 x 400 x 420 mm, orech;Drevené kancelárske skrine;172,00 €
140417;Skriňa Assist trojdverová, 1880 x 460 x 2100 mm, orech;Drevené kancelárske skrine;1 158,00 €
203802;Skriňa rohová Express, 372 x 372 x 800 mm, tmavý orech;Drevené kancelárske skrine;74,00 €
154664;Skriňa Select policová delená, 800 x 400 x 1920 mm, buk;Drevené kancelárske skrine;358,00 €
6100143;Policová skrinka na dokumenty, biela, ľavá;Drevené kancelárske skrine;147,00 €
154748;Skrinka Select policová presklená - ľavá, buk;Drevené kancelárske skrine;142,00 €
6100039;Kancelárska skriňa s dverami, 1781 x 400 x 420 mm, biela/dub prírodný;Drevené kancelárske skrine;172,00 €
203718;Šatňová skriňa Wels, 798 x 422 x 1965 mm, agát svetlý;Drevené kancelárske skrine;230,00 €
185362;Skriňa, dvere ľavé, 400 x 470 x 735 mm, čerešňa;Drevené kancelárske skrine;84,00 €
185375;Skriňa prístavná Classic bez dverí, 400 x 450 x 735 mm, buk;Drevené kancelárske skrine;81,00 €
611107;Skrinka otvorená dlhá White LAYERS, azúrové police;Drevené kancelárske skrine;302,00 €
185875;Skriňa Classic - dvere pravé, 400 x 458 x 1063 mm, buk;Drevené kancelárske skrine;138,00 €
519019;Kancelárska skriňa s dverami, 740 x 800 x 420 mm, breza;Drevené kancelárske skrine;136,00 €
185348;Skriňa, 800 x 450 x 1063 mm, čerešňa;Drevené kancelárske skrine;105,00 €
437119;Skriňa zasúvacia Mirelli A+, 800 x 400 x 800 mm, breza;Drevené kancelárske skrine;92,00 €
154674;Skriňa Select policová - delená, 800 x 400 x 1920 mm, buk;Drevené kancelárske skrine;383,00 €
6100127;Kancelársky regál, 1781 x 400 x 420 mm, biela/dub prírodný;Drevené kancelárske skrine;130,00 €
154697;Skrinka Select - policová prosklená s nikou, 800 x 400 x 1152 mm, čerešňa;Drevené kancelárske skrine;239,00 €
519129;Kancelársky regál 740 x 800 x 420 mm, čerešňa;Drevené kancelárske skrine;87,00 €
154601;Skriňa UNI - vnútorný roh, 800 x 400 x 1110 mm, čerešňa;Drevené kancelárske skrine;189,00 €
185980;Skriňa Classic - dvere ľavé, 400 x 470 x 735 mm, orech;Drevené kancelárske skrine;84,00 €
2031005;Skriňa kombinovaná Wels, 798 x 425 x 1965 mm, višňa;Drevené kancelárske skrine;500,00 €
6100159;Skrinka k stolu ľavá, breza;Drevené kancelárske skrine;120,00 €
610054;Kancelárska skriňa s dverami, 1087 x 400 x 420 mm, čerešňa;Drevené kancelárske skrine;125,00 €
2030804;Skriňa Bern Plus, polica, 430 x 430 x 2074 mm, breza;Drevené kancelárske skrine;168,00 €
154618;Skriňa policová dverová UNI, 400 x 420 x 740 mm, buk;Drevené kancelárske skrine;107,00 €
6100028;Kancelárska skriňa so zasúvacími dverami, 740 x 800 x 420 mm, biela;Drevené kancelárske skrine;138,00 €
154590;Skriňa policová otvorená UNI, 400 x 400 x 1110 mm, buk;Drevené kancelárske skrine;92,00 €
140386;Skriňa štvordverová s vešiakom Assist, 2480 x 460 x 1300 mm, prír. sv. dub;Drevené kancelárske skrine;1 131,00 €
154658;Skriňa Select policová - spodné dvere, 800 x 400 x 1920 mm, buk;Drevené kancelárske skrine;271,00 €
140382;Skriňa Assist štvordverová s vešiakom, 2480 x 460 x 1300 mm, prír. sv. dub;Drevené kancelárske skrine;752,00 €
2030504;Skriňa Bern, 798 x 424 x 800 mm, wenge;Drevené kancelárske skrine;130,00 €
154667;Skriňa Select policová s nikou, 800 x 400 x 1920 mm, čerešňa;Drevené kancelárske skrine;354,00 €
185962;Skriňa Classic bez dverí, 400 x 450 x 1063 mm, orech;Drevené kancelárske skrine;80,00 €
6100434;Spisová skriňa otvorená, čerešňa;Drevené kancelárske skrine;144,00 €
610455;Kancelársky regál 740 x 400 x 420 mm, wenge;Drevené kancelárske skrine;78,00 €
6100433;Spisová skriňa otvorená, buk;Drevené kancelárske skrine;144,00 €
610467;Kancelársky regál, 1781 x 800 x 420 mm, wenge;Drevené kancelárske skrine;159,00 €
154683;Skrinka Select, roh vnútorný s dverami, ľavá, čerešňa;Drevené kancelárske skrine;374,00 €
185956;Skriňa Classic bez dverí, 400 x 450 x 735 mm, orech;Drevené kancelárske skrine;67,00 €
154729;Skrinka Select policová, 800 x 400 x 768 mm, čerešňa;Drevené kancelárske skrine;116,00 €
611253;Skrinka s dverami dlhá White LAYERS, oranžové dvere;Drevené kancelárske skrine;343,00 €
140375;Skriňa Assist trojdverová s vešiakom, 1880 x 460 x 1300 mm, dub antracit;Drevené kancelárske skrine;588,00 €
2030566;Skriňa Bern - dvere ľavé, 399 x 404 x 1965 mm, breza;Drevené kancelárske skrine;153,00 €
140390;Skriňa štvordverová Assist s vešiakom, 2480 x 460 x 1300 mm, prír. sv. dub;Drevené kancelárske skrine;969,00 €
185788;Skriňa Classic, 800 x 458 x 735 mm, buk;Drevené kancelárske skrine;194,00 €
140366;Skriňa dvojdverová Assist, 1280 x 460 x 1300 mm, prír. sv. dub;Drevené kancelárske skrine;423,00 €
2030841;Skriňa Bern Plus, 4 police, 900 x 430 x 2074 mm, wenge;Drevené kancelárske skrine;548,00 €
203785;Skriňa policová Express, 740x372x1900 mm, javor;Drevené kancelárske skrine;225,00 €
610119;Kancelárska skriňa, dvere na 3 poschodia, 1781 x 400 x 420 mm, wenge;Drevené kancelárske skrine;160,00 €
6100457;Kancelárska šatníková skriňa s policami PRIMO, 1781 x 800 x 500 mm, breza;Drevené kancelárske skrine;202,00 €
203827;Skriňa policová Express, 372 x 372 x 800 mm, hruška;Drevené kancelárske skrine;51,00 €
140411;Skriňa Assist s policami a vešiakom, 1280 x 460 x 2100 mm, dub antracit;Drevené kancelárske skrine;511,00 €
2030532;Skriňa - dvere sklo, ľavé;Drevené kancelárske skrine;136,00 €
