kod;name;category;price without wat
6100307;Dvere - pár, 793 x 18 x 1470 mm, azúrová;Variabilné regály KOMBI;39,00 €
6100253;Regál KOMBI, 6 políc, orech;Variabilné regály KOMBI;150,00 €
6100276;Dvere - pár, 793 x 18 x 2206 mm, čerešňa;Variabilné regály KOMBI;51,00 €
6100306;Dvere - pár, 793 x 18 x 1470 mm, oranžová;Variabilné regály KOMBI;39,00 €
6100243;Regál KOMBI, 4 police, orech;Variabilné regály KOMBI;107,00 €
6100272;Dvere - pár, 793 x 18 x 1838 mm, breza;Variabilné regály KOMBI;43,00 €
6100248;Regál KOMBI, 5 políc, orech;Variabilné regály KOMBI;128,00 €
6100249;Regál KOMBI, 6 políc, sivý;Variabilné regály KOMBI;150,00 €
6100283;Policová vložka, orech;Variabilné regály KOMBI;22,00 €
6100270;Dvere - pár, 793 x 18 x 1838 mm, buk;Variabilné regály KOMBI;43,00 €
6100240;Regál KOMBI, 4 police, buk;Variabilné regály KOMBI;107,00 €
6100275;Dvere - pár, 793 x 18 x 2206 mm, buk;Variabilné regály KOMBI;51,00 €
6100280;Policová vložka, buk;Variabilné regály KOMBI;22,00 €
6100233;Regál KOMBI, 2 police, orech;Variabilné regály KOMBI;64,00 €
6100239;Regál KOMBI, 4 police, sivý;Variabilné regály KOMBI;107,00 €
6100310;Dvere - pár, 793 x 18 x 1838 mm, azúrová;Variabilné regály KOMBI;43,00 €
6100263;Dvere - pár, 793 x 18 x 1102 mm, orech;Variabilné regály KOMBI;30,00 €
6100314;Dvere - pár, 793 x 18 x 2206 mm, zelená;Variabilné regály KOMBI;51,00 €
6100242;Regál KOMBI, 4 police, breza;Variabilné regály KOMBI;107,00 €
6100312;Dvere - pár, 793 x 18 x 2206 mm, oranžová;Variabilné regály KOMBI;51,00 €
6100277;Dvere - pár, 793 x 18 x 2206 mm, breza;Variabilné regály KOMBI;51,00 €
6100271;Dvere - pár, 793 x 18 x 1838 mm, čerešňa;Variabilné regály KOMBI;43,00 €
6100268;Dvere - pár, 793 x 18 x 1470 mm, orech;Variabilné regály KOMBI;39,00 €
6100281;Policová vložka, čerešňa;Variabilné regály KOMBI;22,00 €
6100279;Policová vložka, sivá;Variabilné regály KOMBI;22,00 €
6100256;Dvere - pár, 793 x 18 x 734 mm, čerešňa;Variabilné regály KOMBI;25,00 €
6100244;Regál KOMBI, 5 políc, sivý;Variabilné regály KOMBI;128,00 €
6100251;Regál KOMBI, 6 políc, čerešňa;Variabilné regály KOMBI;150,00 €
6100254;Dvere - pár, 793 x 18 x 734 mm, sivá;Variabilné regály KOMBI;25,00 €
6100303;Dvere - pár, 793 x 18 x 1102 mm, oranžová;Variabilné regály KOMBI;30,00 €
6100313;Dvere - pár, 793 x 18 x 2206 mm, azúrová;Variabilné regály KOMBI;51,00 €
6100317;Policová vložka, zelená;Variabilné regály KOMBI;22,00 €
6100250;Regál KOMBI, 6 políc, buk;Variabilné regály KOMBI;150,00 €
6100305;Dvere - pár, 793 x 18 x 1102 mm, zelená;Variabilné regály KOMBI;30,00 €
6100241;Regál KOMBI, 4 police, čerešňa;Variabilné regály KOMBI;107,00 €
6100230;Regál KOMBI, 2 police, buk;Variabilné regály KOMBI;64,00 €
6100304;Dvere - pár, 793 x 18 x 1102 mm, azúrová;Variabilné regály KOMBI;30,00 €
6100301;Dvere - pár, 793 x 18 x 734 mm, azúrová;Variabilné regály KOMBI;25,00 €
6100255;Dvere - pár, 793 x 18 x 734 mm, buk;Variabilné regály KOMBI;25,00 €
6100235;Regál KOMBI, 3 police, buk;Variabilné regály KOMBI;86,00 €
6100237;Regál KOMBI, 3 police, breza;Variabilné regály KOMBI;86,00 €
6100259;Dvere - pár, 793 x 18 x 1102 mm, sivá;Variabilné regály KOMBI;30,00 €
6100274;Dvere - pár, 793 x 18 x 2206 mm, sivá;Variabilné regály KOMBI;51,00 €
6100260;Dvere - pár, 793 x 18 x 1102 mm, buk;Variabilné regály KOMBI;30,00 €
6100264;Dvere - pár, 793 x 18 x 1470 mm, sivá;Variabilné regály KOMBI;39,00 €
6100247;Regál KOMBI, 5 políc, breza;Variabilné regály KOMBI;128,00 €
6100257;Dvere - pár, 793 x 18 x 734 mm, breza;Variabilné regály KOMBI;25,00 €
6100282;Policová vložka, breza;Variabilné regály KOMBI;22,00 €
6100316;Policová vložka, azúrová;Variabilné regály KOMBI;22,00 €
6100266;Dvere - pár, 793 x 18 x 1470 mm, čerešňa;Variabilné regály KOMBI;39,00 €
6100238;Regál KOMBI, 3 police, orech;Variabilné regály KOMBI;86,00 €
6100267;Dvere - pár, 793 x 18 x 1470 mm, breza;Variabilné regály KOMBI;39,00 €
6100309;Dvere - pár, 793 x 18 x 1838 mm, oranžová;Variabilné regály KOMBI;43,00 €
6100311;Dvere - pár, 793 x 18 x 1838 mm, zelená;Variabilné regály KOMBI;43,00 €
6100246;Regál KOMBI, 5 políc, čerešňa;Variabilné regály KOMBI;128,00 €
6100245;Regál KOMBI, 5 políc, buk;Variabilné regály KOMBI;128,00 €
6100236;Regál KOMBI, 3 police, čerešňa;Variabilné regály KOMBI;86,00 €
6100261;Dvere - pár, 793 x 18 x 1102 mm, čerešňa;Variabilné regály KOMBI;30,00 €
6100232;Regál KOMBI, 2 police, breza;Variabilné regály KOMBI;64,00 €
6100231;Regál KOMBI, 2 police, čerešňa;Variabilné regály KOMBI;64,00 €
6100258;Dvere - pár, 793 x 18 x 734 mm, orech;Variabilné regály KOMBI;25,00 €
6100300;Dvere - pár, 793 x 18 x 734 mm, oranžová;Variabilné regály KOMBI;25,00 €
6100262;Dvere - pár, 793 x 18 x 1102 mm, breza;Variabilné regály KOMBI;30,00 €
6100269;Dvere - pár, 793 x 18 x 1838 mm, sivá;Variabilné regály KOMBI;43,00 €
6100234;Regál KOMBI, 3 police, sivý;Variabilné regály KOMBI;86,00 €
6100273;Dvere - pár, 793 x 18 x 1838 mm, orech;Variabilné regály KOMBI;43,00 €
6100308;Dvere - pár, 793 x 18 x 1470 mm, zelená;Variabilné regály KOMBI;39,00 €
6100229;Regál KOMBI, 2 police, sivý;Variabilné regály KOMBI;64,00 €
6100265;Dvere - pár, 793 x 18 x 1470 mm, buk;Variabilné regály KOMBI;39,00 €
6100278;Dvere - pár, 793 x 18 x 2206 mm, orech;Variabilné regály KOMBI;51,00 €
6100252;Regál KOMBI, 6 políc, breza;Variabilné regály KOMBI;150,00 €
185292;Stôl kancelársky, 1200 x 800 x 735 mm, čerešňa;Kancelárske pracovné stoly;127,00 €
154223;Stôl pod PC s výsuvnou doskou, 850 x 800 x 755 mm, čerešňa;Kancelárske pracovné stoly;182,00 €
2030242;Rohový písací stôl BERN s kontajnerom - dĺžka 1400 mm, drevená podnož, breza;Kancelárske pracovné stoly;385,00 €
154453;Rohový písací stôl SELECT, pravý, dezén čerešňa;Kancelárske pracovné stoly;333,00 €
2030894;Rohové pracovné miesto, 2550 x 2050 x 760 mm, breza;Kancelárske pracovné stoly;995,00 €
2030919;Rohový písací stôl WELS, pravý, dezén dub sivý;Kancelárske pracovné stoly;274,00 €
203004;Kancelársky písací stôl, dĺžka 1600 mm, hruška;Kancelárske pracovné stoly;129,00 €
154428;Kancelársky stôl SELECT, 1200 x 600 mm, dezén buk;Kancelárske pracovné stoly;230,00 €
154209;Stôl pracovný, 1400 x 800 x 755 mm, čerešňa;Kancelárske pracovné stoly;164,00 €
203007;Rohový písací stôl, ľavý, hruška;Kancelárske pracovné stoly;147,00 €
203605;Rohový písací stôl WELS, ľavý, dezén agát svetlý;Kancelárske pracovné stoly;274,00 €
185644;Rohový písací stôl CLASSIC A, pravý, dezén buk;Kancelárske pracovné stoly;209,00 €
154443;Rohový písací stôl SELECT, ľavý, dezén čerešňa;Kancelárske pracovné stoly;362,00 €
295170;Pracovný stôl METAL, 1600 x 600 x 745 mm;Kancelárske pracovné stoly;125,00 €
154233;Stôl ergo ľavý, 1600 x 1200 x 755 mm, čerešňa;Kancelárske pracovné stoly;259,00 €
519062;Ergonomický kancelársky pracovný stôl 180 x 120 cm, wenge, ľavý;Kancelárske pracovné stoly;168,00 €
468147;Kancelársky stôl Flexible 1800 x 800 mm, breza;Kancelárske pracovné stoly;130,00 €
468127;Kancelársky stôl Flexible L 1600 x 1600 mm, breza;Kancelárske pracovné stoly;168,00 €
154207;Stôl pracovný, 1200 x 800 x 755 mm, čerešňa;Kancelárske pracovné stoly;145,00 €
154537;Stôl rokovací Select - sud, 2000 x 1100 x 755 mm, čerešňa;Kancelárske pracovné stoly;412,00 €
154467;Rohový písací stôl SELECT so skrinkou - dĺžka 1800 mm, pravý, čerešňa;Kancelárske pracovné stoly;493,00 €
468133;Kancelársky stôl Flexible L 1600 x 1400 mm, buk;Kancelárske pracovné stoly;162,00 €
2030136;Kancelársky stôl BERN - drevená podnož, pravý, dĺžka 1600 mm, breza;Kancelárske pracovné stoly;183,00 €
468138;Kancelársky stôl Flexible 1400 x 800 mm, buk;Kancelárske pracovné stoly;121,00 €
611168;Pracovný stôl BOARDS wood, dub prírodný, 1400 x 750 mm;Kancelárske pracovné stoly;250,00 €
519111;Ergonomický kancelársky pracovný stôl 160 x 120 cm, orech, pravý;Kancelárske pracovné stoly;158,00 €
154444;Rohový písací stôl SELECT, pravý, dezén buk;Kancelárske pracovné stoly;362,00 €
185910;Kancelársky písací stôl CLASSIC A, 1800 x 800 mm, dezén orech;Kancelárske pracovné stoly;152,00 €
6100135;Ergonomický kancelársky pracovný stôl 180 x 120 cm, biela/azúrová, pravý;Kancelárske pracovné stoly;159,00 €
468053;Rokovací stôl Invitation 2000 x 1000 mm, buk;Kancelárske pracovné stoly;260,00 €
2030223;Rohový písací stôl BERN s kontajnerom - dĺžka 1400 mm, drevená podnož, wenge;Kancelárske pracovné stoly;385,00 €
2030149;Kancelársky stôl BERN - drewniane nogi, lewe, dĺžka 1600 mm, wenge;Kancelárske pracovné stoly;183,00 €
185291;Stôl kancelársky, 800 x 800 x 735 mm, čerešňa;Kancelárske pracovné stoly;111,00 €
2030862;Písací stôl s rokovacím prvkom, 2550 x 1550 x 760 mm, breza;Kancelárske pracovné stoly;691,00 €
2030922;Rohový písací stôl WELS, ľavý, dezén dub šedý;Kancelárske pracovné stoly;299,00 €
203881;Rokovací stôl Wels, 2200 x 1200 mm, merano;Kancelárske pracovné stoly;341,00 €
295173;Pracovný stôl METAL, 1600 x 800 x 745 mm;Kancelárske pracovné stoly;148,00 €
2030282;Rohový písací stôl BERN s kontajnerom - dĺžka 1400 mm, kovová podnož, breza;Kancelárske pracovné stoly;442,00 €
468114;Kancelársky stôl Flexible L 1800 x 1800 mm, čerešňa;Kancelárske pracovné stoly;172,00 €
185954;Stôl konferenčný CLASSIC, 1800 x 800 x 742 mm, orech;Kancelárske pracovné stoly;391,00 €
140306;Kancelársky stôl ASSIST, 1800 x 800 mm, dezén prír. sv. dub;Kancelárske pracovné stoly;198,00 €
154429;Kancelársky stôl SELECT, 1200 x 600 mm, dezén čerešňa;Kancelárske pracovné stoly;230,00 €
154437;Rohový písací stôl SELECT, pravý, dezén čerešňa;Kancelárske pracovné stoly;349,00 €
185713;Kancelársky písací stôl CLASSIC C, 800 x 800 mm, dezén buk;Kancelárske pracovné stoly;201,00 €
203504;Rohový písací stôl, pravý, tmavý orech;Kancelárske pracovné stoly;147,00 €
611008;Rokovací stôl Gray LAYERS;Kancelárske pracovné stoly;385,00 €
2030308;Rokovací stôl Bern, 2400 x 1200 x 740 mm, breza;Kancelárske pracovné stoly;356,00 €
185922;Kancelársky písací stôl CLASSIC B, 1200 x 800 mm, dezén orech;Kancelárske pracovné stoly;182,00 €
6100141;Rohový kancelársky pracovný stôl, zaoblený 180 x 120 cm, biela/azúrová, pravý;Kancelárske pracovné stoly;190,00 €
154446;Rohový písací stôl SELECT, ľavý, dezén buk;Kancelárske pracovné stoly;362,00 €
154536;Stôl rokovací Select - sud, 2000 x 1100 x 755 mm, buk;Kancelárske pracovné stoly;412,00 €
154228;Stôl ergo ľavý, 1600 x 1200 x 755 mm, buk;Kancelárske pracovné stoly;241,00 €
2030190;Kancelársky stôl BERN, drevená podnož, 1400x850 mm, dezén breza;Kancelárske pracovné stoly;158,00 €
2030258;Rohové pracovné miesto BERN s kontajnerom - dĺžka 2200 mm, drevená podnož, breza;Kancelárske pracovné stoly;435,00 €
185906;Kancelársky písací stôl CLASSIC A, 1600 x 800 mm, dezén orech;Kancelárske pracovné stoly;142,00 €
185923;Kancelársky písací stôl CLASSIC B, 1400 x 800 mm, dezén orech;Kancelárske pracovné stoly;195,00 €
140327;Kancelársky stôl ASSIST s prístavbou, pravý, dezén dub antracit;Kancelárske pracovné stoly;317,00 €
468155;Stôl Alfa so skrinkou 1800 x 800 mm ľavý, orech;Kancelárske pracovné stoly;294,00 €
185936;Kancelársky písací stôl CLASSIC C, 800 x 800 mm, dezén orech;Kancelárske pracovné stoly;201,00 €
2030186;Kancelársky stôl BERN, drevená podnož, 1200x850 mm, dezén breza;Kancelárske pracovné stoly;152,00 €
468153;Stôl Alfa so skrinkou 1800 x 800 mm ľavý, buk;Kancelárske pracovné stoly;294,00 €
185313;Kancelársky stôl pravý, 1800 x 1200 x 742 mm, čerešňa;Kancelárske pracovné stoly;310,00 €
154256;Rohový písací stôl UNI so skrinkou - dĺžka 1800 mm, pravý, buk;Kancelárske pracovné stoly;408,00 €
519070;Rohový kancelársky pracovný stôl, zaoblený 180 x 120 cm, čerešňa, ľavý;Kancelárske pracovné stoly;201,00 €
2030187;Kancelársky stôl BERN, drevená podnož, 1200x850 mm, dezén wenge;Kancelárske pracovné stoly;152,00 €
140311;Kancelársky stôl ASSIST, 2000 x 800 mm, dezén dub antracit;Kancelárske pracovné stoly;216,00 €
185767;Stôl konferenčný CLASSIC, 1800 x 800 x 742 mm, buk;Kancelárske pracovné stoly;391,00 €
140302;Kancelársky stôl ASSIST, 1600 x 800 mm, dezén prír. sv. dub;Kancelárske pracovné stoly;181,00 €
154434;Rohový písací stôl SELECT, ľavý, dezén buk;Kancelárske pracovné stoly;349,00 €
154249;Stôl ergo ľavý, 1800 x 1200 x 755 mm, čerešňa;Kancelárske pracovné stoly;263,00 €
154248;Stôl ergo ľavý, 1800 x 1200 x 755 mm, buk;Kancelárske pracovné stoly;263,00 €
468063;Stôl Square L 1800 x 1800 mm, buk;Kancelárske pracovné stoly;239,00 €
154449;Rohový písací stôl SELECT, pravý, dezén čerešňa;Kancelárske pracovné stoly;362,00 €
6100134;Ergonomický kancelársky pracovný stôl 180 x 120 cm, biela, pravý;Kancelárske pracovné stoly;159,00 €
519035;Kancelársky písací stôl rovný 120 x 80 cm, čerešňa;Kancelárske pracovné stoly;114,00 €
6100084;Ergonomický kancelársky pracovný stôl 180 x 120 cm, biela/azúrová, ľavý;Kancelárske pracovné stoly;159,00 €
468061;Rokovací stôl Invitation 2400 x 1200 mm, wenge;Kancelárske pracovné stoly;299,00 €
154470;Rohový písací stôl SELECT so skrinkou - dĺžka 1800 mm, ľavý, buk;Kancelárske pracovné stoly;598,00 €
154264;Rohový písací stôl UNI so skrinkou - dĺžka 1800 mm, pravý, buk;Kancelárske pracovné stoly;495,00 €
6100086;Rohový kancelársky pracovný stôl, zaoblený 160 x 120 cm, biela, ľavý;Kancelárske pracovné stoly;174,00 €
185750;Stôl konferenčný CLASSIC, 700 x 700 x 742 mm, divoká hruška;Kancelárske pracovné stoly;152,00 €
140317;Kancelársky stôl ASSIST s prístavbou, pravý, dezén orech;Kancelárske pracovné stoly;303,00 €
154458;Rohový písací stôl SELECT, ľavý, dezén buk;Kancelárske pracovné stoly;349,00 €
203870;Rohový písací stôl WELS, ľavý, 1800 x 948 x 762 mm, dezén merano;Kancelárske pracovné stoly;274,00 €
154480;Rohový písací stôl SELECT so skrinkou - dĺžka 1800 mm, pravý, buk;Kancelárske pracovné stoly;531,00 €
154409;Stôl rokovací rovný Uni, 1600 x 800 x 755 mm, čerešňa;Kancelárske pracovné stoly;177,00 €
185717;Kancelársky písací stôl CLASSIC C, 1200 x 800 mm, dezén divoká hruška;Kancelárske pracovné stoly;228,00 €
2030884;Rohové pracovné miesto, 2550 x 2050 x 760 mm, breza;Kancelárske pracovné stoly;921,00 €
2030243;Rohový písací stôl BERN s kontajnerom - dĺžka 1400 mm, drevená podnož, wenge;Kancelárske pracovné stoly;385,00 €
468139;Kancelársky stôl Flexible 1400 x 800 mm, čerešňa;Kancelárske pracovné stoly;121,00 €
2030876;Rohové pracovné miesto, 2000 x 2050 x 760 mm, breza;Kancelárske pracovné stoly;793,00 €
185639;Kancelársky písací stôl CLASSIC A, 1200 x 700 mm, dezén divoká hruška;Kancelárske pracovné stoly;123,00 €
519038;Kancelársky písací stôl rovný 120 x 80 cm, orech;Kancelárske pracovné stoly;114,00 €
203600;Rohový písací stôl WELS, pravý, dezén wenge;Kancelárske pracovné stoly;274,00 €
437140;Stôl písací rovný, dĺžka 1000 mm, orech;Kancelárske pracovné stoly;82,00 €
468115;Kancelársky stôl Flexible L 1800 x 1800 mm, orech;Kancelárske pracovné stoly;172,00 €
154208;Stôl pracovný, 1400 x 800 x 755 mm, buk;Kancelárske pracovné stoly;164,00 €
154481;Rohový písací stôl SELECT so skrinkou - dĺžka 1800 mm, pravý, čerešňa;Kancelárske pracovné stoly;531,00 €
185925;Kancelársky písací stôl CLASSIC B, 1800 x 800 mm, dezén orech;Kancelárske pracovné stoly;221,00 €
154454;Rohový písací stôl SELECT, ľavý, dezén buk;Kancelárske pracovné stoly;349,00 €
203869;Rohový písací stôl WELS, pravý, 1800 x 948 x 762 mm, dezén merano;Kancelárske pracovné stoly;274,00 €
519114;Ergonomický kancelársky pracovný stôl 180 x 120 cm, breza, pravý;Kancelárske pracovné stoly;168,00 €
154457;Rohový písací stôl SELECT, pravý, dezén čerešňa;Kancelárske pracovné stoly;349,00 €
611005;Pracovný stôl DOUBLE Gray LAYERS;Kancelárske pracovné stoly;560,00 €
140325;Kancelársky stôl ASSIST s prístavbou, pravý, dezén orech;Kancelárske pracovné stoly;317,00 €
154530;Stôl rokovací Select, 1600 x 800 x 755 mm, buk;Kancelárske pracovné stoly;285,00 €
185756;Stôl konferenčný CLASSIC, 900 x 900 x 742 mm, divoká hruška;Kancelárske pracovné stoly;201,00 €
2030295;Rohový písací stôl BERN s kontajnerom - dĺžka 2000 mm, kovová podnož, wenge;Kancelárske pracovné stoly;483,00 €
185326;Stôl kancelársky pravý, 1800 x 1200 x 742 mm, čerešňa;Kancelárske pracovné stoly;341,00 €
154478;Rohový písací stôl SELECT so skrinkou - dĺžka 1800 mm, ľavý, buk;Kancelárske pracovné stoly;531,00 €
185638;Kancelársky písací stôl CLASSIC A, 1200 x 700 mm, dezén buk;Kancelárske pracovné stoly;123,00 €
154425;Kancelársky stôl SELECT, 1800 x 800 mm, vzor čerešňa;Kancelárske pracovné stoly;285,00 €
6100072;Kancelársky písací stôl rovný 160 x 80 cm, biela/azúrová;Kancelárske pracovné stoly;128,00 €
154269;Rohový písací stôl UNI so skrinkou - dĺžka 1600 mm, ľavý, čerešňa;Kancelárske pracovné stoly;433,00 €
2030148;Kancelársky stôl BERN - drewniane nogi, lewe, dĺžka 1600 mm, breza;Kancelárske pracovné stoly;183,00 €
519065;Rohový kancelársky pracovný stôl, zaoblený 160 x 120 cm, čerešňa, ľavý;Kancelárske pracovné stoly;184,00 €
154535;Stôl rokovací Select - sud, 1500 x 900 x 755 mm, čerešňa;Kancelárske pracovné stoly;331,00 €
519123;Rohový kancelársky pracovný stôl, zaoblený 180 x 120 cm, čerešňa, pravý;Kancelárske pracovné stoly;201,00 €
185758;Stôl konferenčný CLASSIC, 1200 x 800 x 742 mm, buk;Kancelárske pracovné stoly;355,00 €
154415;Rokovací stôl Uni, 2000 x 1100 x 755 mm, čerešňa;Kancelárske pracovné stoly;397,00 €
6100076;Kancelársky písací stôl rovný 180 x 80 cm, biela/dub prírodný;Kancelárske pracovné stoly;143,00 €
203609;Rohový písací stôl WELS, ľavý, dezén wenge;Kancelárske pracovné stoly;299,00 €
519057;Ergonomický kancelársky pracovný stôl 160 x 120 cm, wenge, ľavý;Kancelárske pracovné stoly;158,00 €
519039;Kancelársky písací stôl rovný 140 x 80 cm, buk;Kancelárske pracovné stoly;126,00 €
519056;Ergonomický kancelársky pracovný stôl 160 x 120 cm, breza, ľavý;Kancelárske pracovné stoly;158,00 €
6100083;Ergonomický kancelársky pracovný stôl 180 x 120 cm, biela, ľavý;Kancelárske pracovné stoly;159,00 €
185950;Stôl konferenčný CLASSIC, 900 x 900 x 742 mm, orech;Kancelárske pracovné stoly;201,00 €
611165;Pracovný stôl BOARDS wood, dub tmavý, 1700 x 750 mm;Kancelárske pracovné stoly;273,00 €
185937;Kancelársky písací stôl CLASSIC C, 1200 x 800 mm, dezén orech;Kancelárske pracovné stoly;228,00 €
154418;Kancelársky stôl SELECT, 1200 x 800 mm, vzor buk;Kancelárske pracovné stoly;237,00 €
185645;Rohový písací stôl CLASSIC A, pravý, dezén divoká hruška;Kancelárske pracovné stoly;209,00 €
2030290;Rohový písací stôl BERN s kontajnerom - dĺžka 1800 mm, kovová podnož, breza;Kancelárske pracovné stoly;468,00 €
2030195;Kancelársky stôl BERN, drevená podnož, 1600x850 mm, dezén wenge;Kancelárske pracovné stoly;176,00 €
154268;Rohový písací stôl UNI so skrinkou - dĺžka 1600 mm, ľavý, buk;Kancelárske pracovné stoly;433,00 €
468037;Stôl Alfa so skrinkou 1800 x 800 mm pravý, breza;Kancelárske pracovné stoly;294,00 €
2030206;Kancelársky stôl BERN, kovová podnož, 1200x850 mm, dezén breza;Kancelárske pracovné stoly;211,00 €
468042;Rokovací stôl Invitation 1600 x 800 mm, breza;Kancelárske pracovné stoly;236,00 €
2030987;Okrúhly stôl Wels, 1000 x 762 mm, višňa;Kancelárske pracovné stoly;273,00 €
203502;Kancelársky písací stôl, dĺžka 1600 mm, tmavý orech;Kancelárske pracovné stoly;129,00 €
519116;Ergonomický kancelársky pracovný stôl 180 x 120 cm, orech, pravý;Kancelárske pracovné stoly;168,00 €
6100087;Rohový kancelársky pracovný stôl, zaoblený 160 x 120 cm, biela/azúrová, ľavý;Kancelárske pracovné stoly;174,00 €
154213;Stôl pracovný, 1800 x 800 x 755 mm, čerešňa;Kancelárske pracovné stoly;193,00 €
154525;Stôl rokovací Select, 800 x 800 x 755 mm, čerešňa;Kancelárske pracovné stoly;229,00 €
203006;Kancelársky písací stôl, dĺžka 1600 mm, javor;Kancelárske pracovné stoly;129,00 €
2030203;Kancelársky stôl BERN, kovová podnož, 1000x850 mm, dezén wenge;Kancelárske pracovné stoly;196,00 €
185905;Kancelársky písací stôl CLASSIC A, 1400 x 800 mm, dezén orech;Kancelárske pracovné stoly;135,00 €
6100140;Rohový kancelársky pracovný stôl, zaoblený 180 x 120 cm, biela, pravý;Kancelárske pracovné stoly;190,00 €
2030270;Rohový písací stôl BERN s kontajnerom - dĺžka 1800 mm, kovová podnož, breza;Kancelárske pracovné stoly;468,00 €
2030899;Rohové pracovné miesto, 2550 x 2050 x 760 mm, wenge;Kancelárske pracovné stoly;995,00 €
185675;Kancelársky písací stôl CLASSIC B, 1400 x 800 mm, dezén divoká hruška;Kancelárske pracovné stoly;195,00 €
185636;Kancelársky písací stôl CLASSIC A, 1800 x 800 mm, dezén divoká hruška;Kancelárske pracovné stoly;152,00 €
185690;Rohový písací stôl CLASSIC B, pravý, dezén divoká hruška;Kancelárske pracovné stoly;310,00 €
519119;Rohový kancelársky pracovný stôl, zaoblený 160 x 120 cm, breza, pravý;Kancelárske pracovné stoly;184,00 €
6100090;Rohový kancelársky pracovný stôl, zaoblený 180 x 120 cm, biela/azúrová, ľavý;Kancelárske pracovné stoly;190,00 €
154529;Stôl rokovací Select, 1400 x 800 x 755 mm, čerešňa;Kancelárske pracovné stoly;274,00 €
610936;Písací stôl INTEGRO, orech;Kancelárske pracovné stoly;82,00 €
519115;Ergonomický kancelársky pracovný stôl 180 x 120 cm, wenge, pravý;Kancelárske pracovné stoly;168,00 €
468062;Stôl Square L 1800 x 1800 mm, breza;Kancelárske pracovné stoly;239,00 €
185948;Stôl konferenčný CLASSIC, 700 x 700 x 742 mm, orech;Kancelárske pracovné stoly;152,00 €
2030934;Okrúhly stôl Wels, 1000 x 762 mm, dub sivý;Kancelárske pracovné stoly;273,00 €
519045;Kancelársky písací stôl rovný 160 x 80 cm, čerešňa;Kancelárske pracovné stoly;136,00 €
185334;Stôl konferenčný, 800 x 800 x 742 mm, čerešňa;Kancelárske pracovné stoly;202,00 €
154531;Stôl rokovací Select, 1600 x 800 x 755 mm, čerešňa;Kancelárske pracovné stoly;285,00 €
154234;Stôl ergo pravý, 1600 x 1200 x 755 mm, buk;Kancelárske pracovné stoly;259,00 €
154440;Rohový písací stôl SELECT, pravý, dezén buk;Kancelárske pracovné stoly;362,00 €
154251;Stôl ergo pravý, 1800 x 1200 x 755 mm, čerešňa;Kancelárske pracovné stoly;263,00 €
154445;Rohový písací stôl SELECT, pravý, dezén čerešňa;Kancelárske pracovné stoly;362,00 €
468140;Kancelársky stôl Flexible 1400 x 800 mm, orech;Kancelárske pracovné stoly;121,00 €
519053;Kancelársky písací stôl rovný 180 x 80 cm, orech;Kancelárske pracovné stoly;151,00 €
185668;Kancelársky písací stôl CLASSIC B, 800 x 800 mm, dezén buk;Kancelárske pracovné stoly;170,00 €
2030279;Rohový písací stôl BERN s kontajnerom - dezén 2200 mm, kovová podnož, wenge;Kancelárske pracovné stoly;501,00 €
185678;Kancelársky písací stôl CLASSIC B, 1600 x 800 mm, dezén divoká hruška;Kancelárske pracovné stoly;209,00 €
2030877;Rohové pracovné miesto, 2000 x 2050 x 760 mm, wenge;Kancelárske pracovné stoly;793,00 €
2030144;Kancelársky stôl BERN - drevená podnož, ľavý, dĺžka 1400 mm, breza;Kancelárske pracovné stoly;159,00 €
203608;Rohový písací stôl WELS, pravý, dezén agát svetlý;Kancelárske pracovné stoly;299,00 €
2030921;Rohový písací stôl WELS, pravý, dezén dub sivý;Kancelárske pracovné stoly;299,00 €
2030286;Rohový písací stôl BERN s kontajnerom - dĺžka 1600 mm, kovová podnož, breza;Kancelárske pracovné stoly;451,00 €
2030267;Rohový písací stôl BERN s kontajnerom - dĺžka 1600 mm, kovová podnož, wenge;Kancelárske pracovné stoly;451,00 €
468128;Kancelársky stôl Flexible L 1600 x 1600 mm, buk;Kancelárske pracovné stoly;168,00 €
185731;Rohový písací stôl CLASSIC C, ľavý, dezén buk;Kancelárske pracovné stoly;341,00 €
2030211;Kancelársky stôl BERN, kovová podnož, 1400x850 mm, dezén wenge;Kancelárske pracovné stoly;217,00 €
519046;Kancelársky písací stôl rovný 160 x 80 cm, breza;Kancelárske pracovné stoly;136,00 €
154534;Stôl rokovací Select - sud, 1500 x 900 x 755 mm, buk;Kancelárske pracovné stoly;331,00 €
468065;Stôl Square L 1800 x 1800 mm, orech;Kancelárske pracovné stoly;239,00 €
203603;Rohový písací stôl WELS, ľavý, dezén agát wenge;Kancelárske pracovné stoly;274,00 €
185716;Kancelársky písací stôl CLASSIC C, 1200 x 800 mm, dezén buk;Kancelárske pracovné stoly;228,00 €
154452;Rohový písací stôl SELECT, pravý, dezén buk;Kancelárske pracovné stoly;333,00 €
6100075;Kancelársky písací stôl rovný 180 x 80 cm, biela/azúrová;Kancelárske pracovné stoly;143,00 €
6100081;Ergonomický kancelársky pracovný stôl 160 x 120 cm, biela/azúrová, ľavý;Kancelárske pracovné stoly;149,00 €
154217;Pracovný stôl, rovný 1200 x 600 mm, čerešňa;Kancelárske pracovné stoly;119,00 €
154447;Rohový písací stôl SELECT, ľavý, dezén čerešňa;Kancelárske pracovné stoly;362,00 €
